RECOGITO_ID,ANNOTATIONS,PAGE_NUMBER,ANNOTATED_TEXT,BARCODE
recogito-11de3fff-4684-4b9b-9b76-e05cd8405e0d,animals 25F|horses and kindred animals 46C1314,75,"Der Herr Geſandte iſt eine Stiege obenauf logirt worden, wir
aber haben uns unten bey den Dioſſen beheiffen müſſen, wie es denn in dieſen Lana
den, wegen Mangel der Wirthshäufer, die Gelegenheit anders nicht giebe",Z255430508
recogito-93760bff-e559-4873-a9f6-fdaa71607269,animals 25F|horses and kindred animals 46C1314,76,"Solche Cammine ſind über einen von Steinen aufgeführten Abſat nicht
gar eines Mannes hoch, gebauet, und unter ſolchem Abfak ſtehen die Rolle, und
liegen daber auch die Perfonen, ſo darzu gehdren.",Z255430508
recogito-fb17144c-a294-4121-b193-049b91827d56,plants vegetation 25G,76,"Iſt eine ſchlechte Bequemlichkeit,
fonderlich zu Winters- Zeit, und mag zwae allda einkelren wer da will, aber bringt
er ſelber nicht zu eſſen mit, ſo wird er wol ungegeſſen laſſen müſſen, und wird Hun-
gerleiden ſeine beſte Arbeit ſeyn. Und wo es wof zutrift, und an manchem Orte
noch ja etwas zu kauffen finden wird, ſo iſts mehr nicht, als trusen Broo.",Z255430508
recogito-434af521-65fc-4db1-beb5-b1eb480b661b,plants vegetation 25G,76,"Den 18. Febr. aber, als die Sonne aufgangen,
wieder allda aufgebrochen, und Nachmittage um r Ulirangelanget 14) zuHaffan-
baſchabalanka, vier Meilen, allwo, dem Herrn Geſandten zuEhren, auf demCas
ftell etliche Stücken und Doppelbacken gelóſet wurden. Wir ſind aber dieſe
brey Tage ſtets ohne groſſes Gebúrge, nur im Felde und Holte gereiſet.",Z255430508
recogito-c3d29476-ce11-45be-a70a-5c96c7e21887,pages,76,--- 00077_page77.txt ---,Z255430508
recogito-36441bb8-14fa-435d-a440-bff0642b2f12,plants vegetation 25G,77,"In dem
Theil des Odenwoaldes, zur Pfalę gehörig, werden die, ſo über 25. Jahr, und noch
nicht geleyrathet, gum( pott Hageſtolken genennet, und werden ihre Güter, wenn
fie ſo ſterben, eingezogen, Schönborn c. 6.1.1. polit.",Z255430508
recogito-5f503546-7ac8-476c-805f-c8fb5c0a3639,subheading,77,"Das VI. Capitel.
Bon unſerm Aufbruch zu Hallanbaſchabalanka.",Z255430508
recogito-0bf47d1f-1dce-44f4-8dfc-7e0e5acf49b6,pages,78,--- 00079_page79.txt ---,Z255430508
recogito-80055b57-d7cc-4d68-8987-0fb4d784ca48,subheading,80,"Das VIII. Capitel.
Von unſerm Auforud) und Fortreiſen von Niſa.",Z255430508
recogito-39f1072b-dedc-44ef-b55e-8884a5b670f3,pages,80,--- 00081_page81.txt ---,Z255430508
recogito-ddb66b61-4cd1-43dc-a001-0992b488dbcd,plants vegetation 25G,81,"Den 1. Martii ſind wir früh um 6. Uhr von dannen wieder aufgebrochen,
und um 4. Uhr Abends 3) nach Dragomanti kommen, drey Meilen von Pieroth.
Zwey Meilen haben wir ungefehr zwiſchen ſchönen ebenen Aeckern, zu beyden
Seiten aber holßigem Gebürge, und den übrigen Weg zwiſchen gar engen, fehr
bohen Steinfelſen hingereiſet.",Z255430508
recogito-c80b8b31-7278-4d51-87a7-b7ba33bc84e8,plants vegetation 25G,81,"Kurz auſſer dem hohen felſichten Gebürge ſind wir über die Niſſau, worüber
eine bólgerne Brücke gangen, gefahren.",Z255430508
recogito-cc421a34-a14f-473d-bf75-1e998d45614e,plants vegetation 25G,81,"Von Dragomapti ſind wir den 2. Martii frůh um 8. Uhr wieder aufges
brochen, haben ſtets ebenen Weg gehabt, in lauter Ackerbau, ohne Gebürge,
aber den ganzen Tag nichts, als Schnee und Plódern, und ſind Nachmittage
um 1. Uhr 4) nach Pötrötſchon kommen, und find 2. Meilen.",Z255430508
recogito-f92c7657-ae96-4040-8164-1b75756f5618,subheading,82,"DAS IX. Capitel.
Von der ſtrengen Faften der Bulgaren.",Z255430508
recogito-35aeaa27-bdd9-41b1-80c3-946925fb9697,plants vegetation 25G|animals 25F|cattle 47I21|dairy products and eggs 41C64,82,"Nachdem wir aber den Bauer und ſein Weib, ſo ein kleines Kind auf den
Armen hatte, anſichtig worden, haben wir ſie, neben uns, auch zum Feuer ſigen
laſſen, und ihnen von unſerm Küß und Brodte fürgeleget, aber ſie haben ſich das
von zu eſſen zum höchſten entſchuldiget, um ilyrer Faiten willen. Es ergreift aber
das Kind ohngefehr nur ein kleines Brocklein vom Kife, Führet alsbald damit
zum Munde, und iffets hinunter.",Z255430508
recogito-79a4e133-a5f3-47af-9437-00cdd6770adc,animals 25F|cattle 47I21|dairy products and eggs 41C64,82,"Ihr Kind hatte jego eine ſchwere und faſt unvergebliche Sündebes
gangen, indem daffetbe etwas von dem Käſe genoffen, deßhalben ſie ſich eine
fchwere Verantwortung auf den Hals getaden.",Z255430508
recogito-d899251d-af2c-478f-b854-a0ab4efe2c78,subheading,84,"DAS XI. Capitel.
Wie der Berr Legat ju Sophia eingeholet worden.",Z255430508
recogito-fba6f593-8c3c-46ed-8db8-8cc1321f2bde,animals 25F|horses and kindred animals 46C1314|beasts of prey 25F23 TIGER,84,"Ihrer viel hatten von dein edelſten Rauchwerok
an Tieger und andern Häuten, ſo zu Roß als zu Fuffe ſich behånget. Und ſind ipir
alſo folenn und herrlich zu Sophia, davon die ganze Stadt rege worden, wie doch
zu geſchehen pfteget, wann etwas ungewöhnliches zu ſehen iſt, eingezogen.",Z255430508
recogito-f36b6052-19f6-4e30-9cda-e2e5061394dd,subheading,84,"Das XII. Capitel.
Von unferma Hufbrud zu Sophia und fernerer Fortreife.",Z255430508
recogito-fac892ac-3e6b-48c7-8f17-0d7f1cb16b84,pages,84,--- 00085_page85.txt ---,Z255430508
recogito-e4922997-b5c7-4c1f-8f7e-b9d290348812,plants vegetation 25G,85,"Den 6. Martii, früh Morgens um halb g. Uhr, ſind wir wieder aufgebros
chen, und um 3. Uhr 1) nach Wackarell kommen, 4. Meilen von Sophia. Sind
in ſchönen ebenen Feldern, zwiſchen etwas abgelegenen bóltigen Geburge, ohnges
fehr aber eine Meile von Wackarell, in und über das hobe Gebürge Kabra ges
nannt, gezogen, in welchem jestgedachtem Gebůrge viel ſchöne Flare Flußlein
fiieffen, bis wir endlich über Waſſer, die Isker genannt, kommen.",Z255430508
recogito-34d22975-7393-449a-be06-9806d83a1ad8,plants vegetation 25G,86,"Es giebt auch da berum an denen fumpfigen Ortenviel Reiß, der fo ſtaro
mådyſt, wie ein Weißen. Suche weiter im 1. Cap.des 5. B. im 1. Theil.",Z255430508
recogito-3928d15e-2639-494d-994e-653bfee73d41,pages,86,--- 00087_page87.txt ---,Z255430508
recogito-d2064726-80cf-46cf-958c-cafefe497a50,animals 25F|horses and kindred animals 46C1314,87,"Den 15. Martii, Morgens um 6. Uhr, ſind wir wieder aufgebrochen, und 9) nach
Muſtofa Baſchatſchopri kommen, weldes von Hermanli 3. Meifen abgelegen.
Hat auch eine ſteinerne Brücke von 400.gemeinen Schritten lang, und 3.
Schritte breit, maſſen denn auch eine ſchöne Carabaſſari, 135. Schritte lang und
35. Sdritte breit, alſo, daß eine groſſe Anzahl Roſſe darinnen geſtellet werden
kömen.",Z255430508
recogito-b8369448-d3c9-4f35-b6f9-c3857c6e18cd,plants vegetation 25G,87,"Einsmals ging ich mit etlichen der Unſern auf deren Thürme einen, um die
Stadt, der ſchöne halber und ihre luſtige Gegend berum, recht zu befehen, und
frieß unvorſidytig, im dunckeln, einen Del- Krug um.",Z255430508
recogito-c5a0d401-87a4-4654-9663-d053b5e78f56,subheading,88,"Das XVI. Capitel.
Bon unſerm Aufbruch zu Adrianopet und fernerer Fortreiſe.",Z255430508
recogito-23845431-cea0-4193-907c-eb92cc0641a6,pages,88,--- 00089_page89.txt ---,Z255430508
recogito-3d5994f9-86eb-4d5a-a23a-2f861df1a8b1,animals 25F|horses and kindred animals 46C1314,89,"Auſſer der Stadt aber ſind Ihre Excell. der Hols
låndifche, Venetianiſche und Engelländiſche Reſident entgegen kommen, und has
ben denfélben aufs freundlichſte empfangen. Haben uns alſo gemachfam der
Stadt Conſtantinopel genåbert, und ſind, GOti lob, nach lang ausgeſtandener
Kälte, Froſt, Regen und Schnee, und ſonſt vielem Ungemach, um Mittag das
felbft glůcklich angelanget, von Türchen zu Roß und Fuß begleitet.",Z255430508
recogito-5737412d-3507-4af9-b192-b10202801bdb,subheading,90,"Das XVII. Capitel.
Wie wir in Conſtantinopel tractirt und gehalten worden",Z255430508
recogito-98c2dacc-7b34-4d08-b100-cc6f0df55900,plants vegetation 25G,91,"Es wurde einsmahls in der Nacht, zu verbotener Zeit ein Türcke auf der Gaſſen volt
der Wache ergriffen, weicher ein kleines Käſtlein untern Aronen gehabt, und endlicly
auf ſcharfe Zurede geſtanden, daß ers geſtohlen. Den nimmt alsbald die Wache,
olyn aie Verantwortung, Urtheil und Redit, wirft ihm einen Strick um den Hals,
und gieng ihn an den nechſten Baum bey gedacytem Hann. Das Käſtlein aber feki
te man unter den Baum, daran der Dieb pieng, dainit jederman des Erhendten
Ubelthat würdlid, ſeben ſolte, wie denn, dem Fürgeben nadı, der Türdiſche Kayſer
Felber dabey geweſen, und ſelbiges befeben haben ſoll.",Z255430508
recogito-c64f8586-437d-4a54-980b-0ba6b36bc6f1,animals 25F|horses and kindred animals 46C1314,91,"Denn den Gebrauch hat der
Kayſer, weiches gewiß, daß er des Nachts oft und vielmahls hin und her reitet, und
alſo, die Juſtiz zu befördern und zu erhalten, hdchlich befliffen ift.",Z255430508
recogito-55353175-e671-4f47-9c00-63dc0a2bb6cc,plants vegetation 25G,91,"Dieſer Türckiſche Dieb, fo damals in der Nacht aufgehencket ward, muſte her:
kach drey Tage und Sonnenſchein, andern zum Erempel und Abſdheu, am Baum
hången bleiben: Und Waſſen die Türcken, unter andern( aſtern, ſonderlich auch den
Diebſtahıl- zum hochften.",Z255430508
recogito-a6d420fa-44f2-4e39-9c4e-74161e92565b,subheading,93,"Das Erſte Capitel.
Von der Zurúliung zu ſolcher Reife.",Z255430508
recogito-fcfb666e-faf4-4254-a111-dfad59311813,subheading,94,"Das II. Capirel.
Bon meinem Aufbruch zu Wien und Fortzuge.",Z255430508
recogito-eaba9620-2700-43b4-acea-36a336a7bd3d,pages,94,--- 00095_page95.txt ---,Z255430508
recogito-58f4aec8-6958-4b5e-a1c0-67c4313913af,plants vegetation 25G,95,"Zu dberft auf folchem Berge ſtelset ein hölkern
Creuß, welches Déferreich und die Steuermarck von einander ſcheidet, davon
ohne Zweifel auch der nechſt augrensende Ort Schedwien den Nahmen bekoms
men, und ſo viel heiſſen ſoll, als ſcheide Wien, weil ſich dabey Wienerland und
die Steuermarc fcheiden.",Z255430508
recogito-57afe42f-f10f-4e7c-a869-e40943d1dbeb,animals 25F|cattle 47I21,95,"An dieſem Berge haben die Fuhrleute groſſe Noth, ehe ſie hinüber komment,
und müſſen immer von 26. bis 30. Ochſen für einen Wagen ſpannen, ſo ſchwer
gebets daher, und fahren ſolche Fuhrleute gemeiniglich Ochſenhäute und Kupffer
in Kårndten.",Z255430508
recogito-6eae4cac-22d4-4acc-a785-1b83e655eeb8,plants vegetation 25G,96,"Den 10. Martii ſind wir frůh auf die Mauer geſeſſen, und alſo zu Waſſer
dieſen Tag zwiſchen hohen, von Dannenbaumen bewachſenen, und ſteinfefſichten
Gebürge hingefahren, ſogar luſtig geweſen, auf einen Marckt, 18) Frobnleiden
genannt, zukommen, und gegen Abend 19) nacher Eckenfeld, da wir denn auch
die Nacht verblieben.",Z255430508
recogito-817a5e8b-0ca8-4b49-995a-b72fb341717e,subheading,97,"Das IV. Capitel.
Von Beſchreibung der Veftung Oråß in Steuermard.",Z255430508
recogito-d1388c93-e266-4b59-a909-4abf6da459f0,animals 25F|hoofed animalDEER 25F24,97,"Unter dem Scyloß iſt ein Thier- Garten, in welchem dißmahl Dann- Hirſche gien-
gen.",Z255430508
recogito-98590015-d82c-489f-9ac4-e6c03db94389,pages,97,--- 00098_page98.txt ---,Z255430508
recogito-165363c3-3141-4b48-91e5-8c59faf4e2b2,plants vegetation 25G,98,"In Stererinarck und Kärndten wolynen die Bauren auf hohem Gebirge, bren-
nen Spåhne von Dannen- Holk, an ſtatt der kidyte, die ſie artfid, auf hohe Leuchter,
pben mit einer eiſern Scheere, die den Spahnhält, ftecken, und kan mans hoch und
niedrig ziehen, oder ſie legen gedacht. Spåhne auf ein klein gemachtes Heerdheik,
elit einem Rauchfange Von Glocknik an bis an Graik wad fet gar wenig Weidle",Z255430508
recogito-f85ad8f7-cf4f-47db-b30a-adbc3f557313,subheading,98,"Das V. Capitel.
Bon meinem Aufbruch von Grails.",Z255430508
recogito-1c730f8c-8b6f-4f7e-8fce-a79ec219e257,pages,98,--- 00099_page99.txt ---,Z255430508
recogito-7cf4e6da-c823-4959-9214-5c5939116419,plants vegetation 25G,99,"Dieſen jektgedachten Tag ſind wir über oben und unten mit Tännèn- Bäumtex
beradiſenes Gebürge gereiſet ſonderliď über den går hoben Berg Råınſchnick, ſo
ſich faſt eine Viertel Meile vor S. Johann anfalet, und iſt eine Meil Wegs hinauf.",Z255430508
recogito-bbb119d9-d79e-4cd9-a18b-7f9464cdfbe0,subheading,99,"DAS VI. Capitet.
Von meiner Reiſe durch Kårndten.",Z255430508
recogito-b900c43f-2416-4233-bd10-939fb2a5d761,subheading,100,"Das VIL Capitel.
Vor der Stadt Klagenfurth and ihrer Gegend.",Z255430508
recogito-b0c01914-85e5-4bc1-92c2-947da76979f6,pages,100,--- 00101_page101.txt ---,Z255430508
recogito-f03debe8-e30c-4876-be2d-754d4bb8b3f8,plants vegetation 25G,102,"Je
Odenwalde, nicht weit von Cloſter Schönau, iſt ein Ort, zum falſchen Eyd genannt,
da ein Bauer verſunden, daß nichts von ihm, als ſeine beyde Schub, die Fußſtape
pen und der Stab, zu ſehen waren.",Z255430508
recogito-8a1bf6a9-8e97-4bc7-9cdf-21780a8ddd5c,plants vegetation 25G|animals 25F|horses and kindred animals 46C1314,102,"Da roll vorzeiten ein Bauer
am S. Johannis des Tåuffers Tage Heu gemađịt haben, und der Gottesdienſt drås.
ber bindan gereket. und ohngeacht ihn etliche drum geſcholten, ſoll er dennod fiche
nichts dran gekehrt, ſeinen Wagen voll geladen und fortgefahren, darneben aber
greulid, geflucht und auf die Heiligen geſcholten haben, da ſen er mit Wagen und
Pferden verſuncken, und andem Orte ein Sumpf vom ſchwarzen Waſſer aufgefah:
ren, das nimmermehr austruckene, ſondern einmal bleibe wie das andere, Idem.",Z255430508
recogito-84637040-c311-4327-9d60-c60d38507439,subheading,102,"Das IX. Capitel.
Von meiner Reiſe durch das Land Kráin:",Z255430508
recogito-d13ea43d-3571-4d5b-bf1e-59532c0f977c,pages,102,--- 00103_page103.txt ---,Z255430508
recogito-c5ed5bd6-50c0-41f8-8a90-cc8c6d1b22b7,subheading,103,"Das X. Capitel.
Von der Baupt. Stadt Fabach in Kråin.",Z255430508
recogito-b94f0dde-b404-4d06-b4b4-33c32a8d2eeb,plants vegetation 25G,103,"Das Schloß liege auf einem bogen hdteigten Bers
ge, und kan die Stadt von dem Schloſſe etwas beſchüßzt werden.",Z255430508
recogito-7cdc88c1-d3eb-4a3d-9b78-3b11fb26c2cf,plants vegetation 25G|wine 41C711|animals 25F|cattle 47I21|meat - still life of meat 41C69,103,"Der Wein iſt alhier ziemlich theuer, und muſte die Kanne des Rothen um 12
Kreuger bezahlen, das Pfund Rindfleiſch 9. Pfennige, das Bier 4. Kreußer.",Z255430508
recogito-381c6925-ac5d-4d44-a6c4-5356b3b15daf,animals 25F|horses and kindred animals 46C1314,104,"Von hieraus ſind wir über den Jaberg gereiſet. Derſelbe iſt zwar nicht ſehr
hoch, dennoch erhebt ſich oft ein ſolcher ſtarcker Wind auf demſelben, wie mir
vor gewiß berichtet worden, daß er Roß und Mann ohn alles erhalten zu Boden
wirft.",Z255430508
recogito-9d044d08-0cdf-437b-9d3b-bdc1d42fc4a6,subheading,104,"Das XII. Capitel.
Von der Stadt Trieft, und meiner Unkunft zu Benedig.",Z255430508
recogito-46e318e3-4dbf-462a-8de5-920e261e2640,pages,104,--- 00105_page105.txt ---,Z255430508
recogito-aa360530-e365-4a04-8853-41ab475ea43e,animals 25F|hoofed animalGOAT 25F24|meat - still life of meat 41C69|dairy products and eggs 41C64|fowl cock hen chicken etc 34B232,106,"Und weil wir ſchwas.
chen Wind hatten, haben wir Nadymittage, ohngefehr um 2. lihr, den Port bey,
der Inſul Parmuida eingenommen, ſind alſo aufs Land geſtiegen, und in ein auf
einem hohen Berge gelegenes Dorf, welches Schelna genannt ivurde, gangen,
Willens, etwas von friſchem Fleiſd), Eyern oder anderer Nothdurfteinjufauffen,
haben aber nichts, als ein klein Geißlein bekommen, und mit auf unſer Casif ge-
bracht, welches unten bei einem kleinen Kirchlein ain Meere, auf Anckerlage.",Z255430508
recogito-8fc1f9eb-b047-4796-872d-b4a51a0e5361,plants vegetation 25G|wine 41C711,106,"In dieſem Monden Aprilis hat an dem Orte ſchon das Korn anfangen zu blüs
hen, wie dann auch alsuld ain Ende des Auguſt Monats die Wein- Erndte angeliet.
Es iſt ſonſt dieſer Ort umher gank ſteinigt, und mit grånen Geſträudye, ſonderlich
mit der Mirtella, wie es die Einwohner nennen, bewachſen. Iſt unfern Buchsbåu-
men nidyt ungleich, nur daß es einen überaus lieblichen und ſtarcken Geruch hat,
den man von weitem růchen fan.",Z255430508
recogito-cebad43a-2952-42d6-b9e8-b44c0a83ac91,pages,106,--- 00107_page107.txt ---,Z255430508
recogito-07e03b3d-7ef3-49b7-8551-d365ae0cb9b0,animals 25F|fishes 25F6,107,"Dieſen Abend iſt ein junger Påpfiiſcher Pfaffe zu uns aufs Schiff koms
men, und hat uns friſche Fiſche zu verkauffen bracht, die er uns auch verzehren
beliffen, und baben wir allerhand luſtige Gefprache und Kurzweil mit ihm gehabt.",Z255430508
recogito-d779d8e7-de35-40ef-9341-8df260749749,plants vegetation 25G|wine 41C711,107,"Der Wein hat an dem Ort, das Jahr hindurch, manchen harten Stand,
ſintemal Der Wind Borio, wenn ſich derfelbe erhebt, ibn in Grund verderbet.",Z255430508
recogito-4b429980-e6a3-45b4-8dad-0f26fe5f284c,pages,108,--- 00109_page109.txt ---,Z255430508
recogito-c3bbe640-f856-455d-98e8-5123209a56c7,plants vegetation 25G|wine 41C711,109,"Der Wein iſt in dieſer Juiſul treflich gutes Kauffes, und kaum halb ſo theuer,
als zu Venedig, fintemal ein Pocal 7. bis 8. Solt, zu Venedig aber wol 16. Solt
gilt, das iſt, zwey Groſchen 8. Pfennig, nach Meißniſcher Münge: Ein Pocal
aber hält gut anderthalbe Kanne.",Z255430508
recogito-026cd598-a838-48ad-9155-f247b7f8c0dd,plants vegetation 25G,109,"Iſt in die 25. Teutſche Meilen groß, an ſich ſelber nicht gar zu fruchtbar, ohne daß
fie von den Inwohnern fleißig gebauet wird, wie daraus abzunehmen, daß ein jeg
licher ſeinen Acker mit einer weiſſen Mauer, eines Manns hoch, verwahret hat,
welches dann von ferne über die maſſenſchön anzuſehen.",Z255430508
recogito-bca13db4-480a-4f05-b8eb-e4cd2c7d39f1,animals 25F|birds 25F3,109,"Anno 1529. bat ſie Kay-
fer Carl der V. den Johanniter- Ordens- Rittern geſchencket, die ſie auch noch bis das
to wider den Türcken, durch GOttes Gnade, erhalten, zur Dandbarkeit ſolches Ges
fchenckes denn dieſelben alle Jahr dem Römiſchen Kayſer, durch einen ihres Mittels,
etliche wollabgerichtete Falden ſchiden, die man allda auf dieſer Inful wohl haben
kan.",Z255430508
recogito-77e8a201-7b09-4d58-b150-e553ddf0d9df,animals 25F|snakes 25F42,110,"Vipera ignis acta calore fruſtra
Pauli manum invadit; is inſulæ benedicensangvibus, viperis&amp; cæteris ve-
nenoſis animalibus adimit omne virus.",Z255430508
recogito-df24d1a8-863c-43a7-904d-8f8348b3394c,pages,110,--- 00111_page111.txt ---,Z255430508
recogito-c052d473-2483-4986-8282-b5b31ae5f2ea,subheading,112,"Das V. Capitel.
Von dem robådlichen Meer- Winde Schirocko.",Z255430508
recogito-8815bae0-e475-4a76-b644-ca14757e1dd5,pages,112,--- 00113_page113.txt ---,Z255430508
recogito-a85d680a-c93e-47a3-abd2-4b4ea5efd609,subheading,113,"Das VI. Capitel.
Von ferrerm Progreſs unſerer Reiſe.",Z255430508
recogito-87030266-da8f-4620-ab80-a06edb53a98e,plants vegetation 25G,113,"Den 11. May haben wir den ganten Tag ſchwachen Wind gehabt, und ſind
vier mit grünen Sträuchern bewachſenen felſidsten Inſuln, ſo wir zur rechten
Hand gehabt, wie auch der Inſul Corfu zugefahren, zur lincken Hand die Ge
gend Pilermo habend, ſo noch weit von Corfu.",Z255430508
recogito-053dce96-6a98-4692-80c1-f9ea1230e8c7,plants vegetation 25G|animals 25F|beast of prey predatory animals 25F23WOLF|beasts of prey predatory animals 25F23BEAR|beasts of prey predatory animals 25F23,114,"Man findet barauf gange ålder Pomerangen, Zitronen und Granaten, toel-
thes zu verwundern, fo iſt weder Wolf, Bår, noch ander ſchädliches Wild, fong
Aber viel gutes Wildpert auf dieſer Inſule",Z255430508
